X,Y
19.1932,0.00184711
19.1928,0.00184619
19.1924,0.00184531
19.1921,0.00184441
19.1917,0.00184348
19.1914,0.00184256
19.191,0.00184163
19.1906,0.00184071
19.1903,0.00184678
19.1899,0.00183889
19.1896,0.00184147
19.1892,0.00184053
19.1888,0.0018361
19.1885,0.00183513
19.1881,0.00183422
19.1878,0.00183328
19.1874,0.00183231
19.187,0.00183839
19.1867,0.00183044
19.1863,0.0018295
19.186,0.00182853
19.1856,0.00182758
19.1852,0.00182665
19.1849,0.00182567
19.1845,0.00182472
19.1841,0.00182374
19.1838,0.00182278
19.1834,0.0018253
19.1831,0.00182084
19.1827,0.00181985
19.1823,0.00181891
19.182,0.0018179
19.1816,0.00181693
19.1813,0.00182295
19.1809,0.00181496
19.1805,0.00181398
19.1802,0.00182001
19.1798,0.00181897
19.1795,0.001818
19.1791,0.00181698
19.1787,0.00180898
19.1784,0.00183254
19.178,0.00180699
19.1777,0.00180947
19.1773,0.00180496
19.1769,0.00180395
19.1766,0.00180991
19.1762,0.00180189
19.1759,0.00180095
19.1755,0.00180684
19.1751,0.00179884
19.1748,0.00180479
19.1744,0.00179676
19.1741,0.00179575
19.1737,0.0017947
19.1733,0.00179366
19.173,0.00182414
19.1726,0.00179509
19.1723,0.00179051
19.1719,0.00178945
19.1715,0.00178842
19.1712,0.00178735
19.1708,0.00179328
19.1705,0.00178526
19.1701,0.00178429
19.1697,0.00178658
19.1694,0.00178203
19.169,0.00178095
19.1686,0.00177989
19.1683,0.0017788
19.1679,0.00177774
19.1676,0.00178015
19.1672,0.00177908
19.1668,0.00178146
19.1665,0.00177339
19.1661,0.00177229
19.1658,0.00177121
19.1654,0.00177008
19.165,0.00177252
19.1647,0.00177142
19.1643,0.00177031
19.164,0.00176919
19.1636,0.00176461
19.1632,0.00176347
19.1629,0.00176238
19.1625,0.00176125
19.1622,0.00176013
19.1618,0.0017625
19.1614,0.00176139
19.1611,0.00175677
19.1607,0.00175561
19.1604,0.0017545
19.16,0.00175336
19.1596,0.00175219
19.1593,0.00175106
19.1589,0.00174992
19.1586,0.00174876
19.1582,0.00174761
19.1578,0.00177455
19.1575,0.00174533
19.1572,0.00174429
19.1568,0.00174301
19.1564,0.0017488
19.156,0.00174064
19.1557,0.0017395
19.1553,0.00173834
19.155,0.00173713
19.1546,0.00173597
19.1542,0.00173479
19.1539,0.00173361
19.1535,0.00173241
19.1532,0.00173126
19.1528,0.00173006
19.1524,0.00172885
19.1521,0.00172766
19.1517,0.00172649
19.1513,0.00172528
19.151,0.00172407
19.1506,0.00172286
19.1503,0.00172163
19.1499,0.00172745
19.1495,0.00171923
19.1492,0.00171801
19.1488,0.00171678
19.1485,0.00171556
19.1481,0.00171781
19.1477,0.00171312
19.1474,0.00171189
19.147,0.00171065
19.1467,0.0017094
19.1463,0.00170819
19.1459,0.00171391
19.1456,0.0017057
19.1453,0.00170459
19.1449,0.00170321
19.1445,0.00170198
19.1441,0.0017007
19.1438,0.00169942
19.1434,0.00169816
19.1431,0.00170042
19.1427,0.00169565
19.1423,0.00169439
19.142,0.00169661
19.1416,0.00169183
19.1412,0.00169754
19.1409,0.00168929
19.1405,0.001688
19.1402,0.00168672
19.1398,0.00168541
19.1395,0.00168412
19.1391,0.00168283
19.1387,0.00168155
19.1384,0.00168025
19.138,0.00167896
19.1377,0.00167763
19.1373,0.00167633
19.1369,0.00167504
19.1366,0.00167373
19.1362,0.00167602
19.1358,0.00167454
19.1355,0.00167324
19.1351,0.00167544
19.1348,0.0016671
19.1344,0.00166578
19.134,0.00166446
19.1337,0.00166309
19.1333,0.00166182
19.133,0.00166046
19.1326,0.0016626
19.1322,0.00165775
19.1319,0.00165642
19.1315,0.00165506
19.1312,0.00165368
19.1308,0.00165234
19.1304,0.00165099
19.1301,0.00164962
19.1297,0.00164826
19.1294,0.00164688
19.129,0.00164551
19.1286,0.00164413
19.1283,0.00164278
19.1279,0.00164136
19.1276,0.00164
19.1272,0.00163864
19.1268,0.00163724
19.1265,0.00163585
19.1261,0.00163444
19.1258,0.00163304
19.1254,0.00163165
19.125,0.00163028
19.1247,0.00163234
19.1243,0.00162746
19.124,0.00162604
19.1236,0.00162462
19.1232,0.00162322
19.1229,0.00162179
19.1225,0.00162036
19.1221,0.00162591
19.1218,0.00161751
19.1214,0.00161609
19.1211,0.00161465
19.1207,0.00161671
19.1203,0.00161527
19.12,0.00161383
19.1196,0.00161236
19.1193,0.00160742
19.1189,0.00160599
19.1186,0.00161866
19.1182,0.00160309
19.1178,0.00160161
19.1175,0.00160014
19.1171,0.0015987
19.1167,0.00159718
19.1164,0.00159575
19.116,0.00159425
19.1157,0.0015928
19.1153,0.00159135
19.1149,0.00158984
19.1146,0.00158832
19.1142,0.00159037
19.1139,0.00158885
19.1135,0.00159087
19.1131,0.00158937
19.1128,0.00158789
19.1124,0.00158636
19.1121,0.00157789
19.1117,0.00157637
19.1113,0.00157486
19.111,0.00157337
19.1106,0.00157185
19.1103,0.0015703
19.1099,0.00156893
19.1095,0.00156724
19.1092,0.00157268
19.1088,0.00156425
19.1085,0.00156271
19.1081,0.00156113
19.1077,0.00155961
19.1074,0.00155808
19.107,0.00155656
19.1067,0.00155846
19.1063,0.00155692
19.1059,0.00155532
19.1056,0.00155729
19.1052,0.0015488
19.1049,0.0015472
19.1045,0.00154562
19.1041,0.00154751
19.1038,0.00154249
19.1034,0.00154088
19.1031,0.0015393
19.1027,0.00153772
19.1023,0.00153615
19.102,0.00153456
19.1016,0.00153297
19.1013,0.00153138
19.1009,0.00152979
19.1005,0.0015282
19.1002,0.00152656
19.0998,0.00152499
19.0994,0.00152333
19.0991,0.00152175
19.0987,0.00152015
19.0984,0.00151852
19.098,0.00151687
19.0976,0.00151528
19.0973,0.00151363
19.0969,0.00151203
19.0966,0.00151042
19.0962,0.00150878
19.0958,0.00151407
19.0955,0.00150547
19.0951,0.00150383
19.0948,0.00150218
19.0944,0.00150401
19.094,0.00150241
19.0937,0.0014972
19.0933,0.00149557
19.093,0.00149393
19.0926,0.00149225
19.0922,0.00149056
19.0919,0.00148888
19.0915,0.00148723
19.0912,0.00148557
19.0908,0.00148387
19.0904,0.00148221
19.0901,0.00148048
19.0897,0.00147882
19.0894,0.00147715
19.089,0.00147541
19.0886,0.00147375
19.0883,0.00147203
19.0879,0.00147384
19.0876,0.00147215
19.0872,0.00147392
19.0868,0.00146519
19.0865,0.00148106
19.0861,0.00146174
19.0858,0.00146005
19.0854,0.00146183
19.085,0.00146009
19.0847,0.00145486
19.0843,0.00145315
19.084,0.00145139
19.0836,0.00144967
19.0832,0.0014479
19.0829,0.00144614
19.0825,0.00145488
19.0822,0.00144269
19.0818,0.00144092
19.0814,0.00144261
19.0811,0.00144434
19.0807,0.00143561
19.0804,0.00145147
19.08,0.00143209
19.0796,0.00143032
19.0793,0.00142851
19.0789,0.00142674
19.0785,0.00142494
19.0782,0.00142314
19.0778,0.00142136
19.0775,0.00141957
19.0771,0.0014178
19.0767,0.00141946
19.0764,0.00141417
19.076,0.00141583
19.0757,0.00141055
19.0753,0.00140874
19.075,0.0014071
19.0746,0.0014121
19.0742,0.00143138
19.0739,0.00140144
19.0735,0.00140311
19.0731,0.0014083
19.0728,0.001396
19.0724,0.00139413
19.0721,0.0013923
19.0717,0.00139046
19.0713,0.00138859
19.071,0.00138676
19.0706,0.0013919
19.0703,0.00138304
19.0699,0.00138117
19.0695,0.00137932
19.0692,0.00137747
19.0688,0.00137556
19.0685,0.00137373
19.0681,0.00137185
19.0677,0.00136997
19.0674,0.00136807
19.067,0.00136619
19.0667,0.00136451
19.0663,0.00136243
19.0659,0.00136052
19.0656,0.00135863
19.0652,0.00135677
19.0648,0.0013583
19.0645,0.00135984
19.0641,0.001351
19.0638,0.0013491
19.0634,0.00136129
19.063,0.00134524
19.0627,0.00134332
19.0623,0.00134141
19.062,0.00133949
19.0616,0.0013445
19.0612,0.00133559
19.0609,0.00133365
19.0605,0.00133174
19.0602,0.00132977
19.0598,0.00132781
19.0594,0.00132589
19.0591,0.00132395
19.0587,0.00132198
19.0584,0.00132
19.058,0.00132499
19.0576,0.00131603
19.0573,0.0013141
19.0569,0.00131215
19.0566,0.00131017
19.0562,0.00130815
19.0558,0.0013062
19.0555,0.00130422
19.0551,0.00130918
19.0548,0.00130023
19.0544,0.00129825
19.054,0.00129622
19.0537,0.00129423
19.0533,0.0012922
19.053,0.00129017
19.0526,0.00128815
19.0522,0.00128617
19.0519,0.00128416
19.0515,0.00128213
19.0512,0.00128012
19.0508,0.00127803
19.0504,0.00127601
19.0501,0.001274
19.0497,0.00127197
19.0494,0.0012699
19.049,0.00126787
19.0486,0.0012658
19.0483,0.00126373
19.0479,0.00126169
19.0476,0.00125964
19.0472,0.0012576
19.0468,0.00125553
19.0465,0.00125347
19.0461,0.00125134
19.0458,0.00124931
19.0454,0.00125417
19.045,0.00124514
19.0447,0.00124304
19.0443,0.00124445
19.0439,0.00124233
19.0436,0.00123672
19.0432,0.00123466
19.0429,0.00123253
19.0425,0.00123046
19.0421,0.00122829
19.0418,0.0012297
19.0414,0.0012241
19.0411,0.00122199
19.0407,0.00121989
19.0403,0.00121776
19.04,0.00121563
19.0396,0.00121695
19.0393,0.00121483
19.0389,0.00120919
19.0385,0.00120706
19.0382,0.0012049
19.0378,0.00120629
19.0375,0.00120064
19.0371,0.00119844
19.0367,0.0011963
19.0364,0.00119412
19.036,0.00119195
19.0357,0.00118977
19.0353,0.00118763
19.0349,0.00118546
19.0346,0.00118328
19.0342,0.00118112
19.0339,0.00117891
19.0335,0.00118368
19.0331,0.00117451
19.0328,0.00117231
19.0324,0.00117011
19.0321,0.00116792
19.0317,0.00116571
19.0313,0.00117047
19.031,0.00116128
19.0306,0.00115907
19.0303,0.00115682
19.0299,0.00115463
19.0295,0.00115242
19.0292,0.00115016
19.0288,0.00115144
19.0285,0.00114571
19.0281,0.00114345
19.0277,0.00114116
19.0274,0.00113893
19.027,0.00113668
19.0267,0.00113445
19.0263,0.00113566
19.0259,0.00112997
19.0256,0.00112764
19.0252,0.0011254
19.0249,0.00112313
19.0245,0.00112084
19.0241,0.00111855
19.0238,0.00111629
19.0234,0.00111399
19.023,0.00111172
19.0227,0.00111987
19.0223,0.00110708
19.022,0.00110481
19.0216,0.00110252
19.0212,0.00110714
19.0209,0.00110487
19.0205,0.00109558
19.0202,0.00109329
19.0198,0.00109095
19.0194,0.0010886
19.0191,0.00109323
19.0187,0.00108396
19.0184,0.00108858
19.018,0.0010793
19.0176,0.00107696
19.0173,0.00107455
19.0169,0.00107222
19.0166,0.00106991
19.0162,0.00106776
19.0158,0.00106518
19.0155,0.00106282
19.0151,0.00106747
19.0148,0.00106504
19.0144,0.00105567
19.014,0.00105331
19.0137,0.00105441
19.0133,0.00104857
19.013,0.00104615
19.0126,0.0010438
19.0122,0.0010414
19.0119,0.00103899
19.0115,0.00103654
19.0112,0.00103418
19.0108,0.00103179
19.0104,0.00102937
19.0101,0.00103038
19.0097,0.00103143
19.0094,0.0010221
19.009,0.00101966
19.0086,0.00101724
19.0083,0.00101483
19.0079,0.00101237
19.0076,0.00100989
19.0072,0.00101446
19.0068,0.00101199
19.0065,0.00100954
19.0061,0.00100014
19.0058,0.000997671
19.0054,0.000995167
19.005,0.000992741
19.0047,0.000993767
19.0043,0.000987763
19.004,0.000985318
19.0036,0.000982841
19.0032,0.000980334
19.0029,0.000977868
19.0025,0.000975385
19.0021,0.000972884
19.0018,0.000973852
19.0014,0.000967881
19.0011,0.000965359
19.0007,0.000966278
19.0003,0.000960318
19,0.000957861
18.9996,0.00095532
18.9993,0.000952781
18.9989,0.000950218
18.9985,0.000947767
18.9982,0.000945191
18.9978,0.000946117
18.9975,0.000940044
18.9971,0.000937526
18.9967,0.000935033
18.9964,0.000932446
18.996,0.000929871
18.9957,0.000927342
18.9953,0.000928274
18.9949,0.000922224
18.9946,0.000919615
18.9942,0.000920563
18.9939,0.000914484
18.9935,0.000911879
18.9931,0.000909329
18.9928,0.000906758
18.9924,0.00090414
18.9921,0.000901517
18.9917,0.000898927
18.9913,0.000896325
18.991,0.000900653
18.9906,0.000898062
18.9903,0.000899176
18.9899,0.000885837
18.9895,0.000883243
18.9892,0.000880628
18.9888,0.000877956
18.9885,0.000875343
18.9881,0.000872711
18.9877,0.000870058
18.9874,0.000870898
18.987,0.000875144
18.9867,0.000862108
18.9863,0.000859458
18.9859,0.000856755
18.9856,0.000854152
18.9852,0.000851483
18.9848,0.000852265
18.9845,0.000853083
18.9841,0.000843425
18.9838,0.000840754
18.9834,0.000838076
18.9831,0.000835368
18.9827,0.000836183
18.9823,0.000829992
18.982,0.000827264
18.9816,0.00082458
18.9813,0.00082188
18.9809,0.000826123
18.9805,0.000816455
18.9802,0.000813711
18.9798,0.000811012
18.9794,0.000808268
18.9791,0.000805524
18.9787,0.000806294
18.9784,0.000800036
18.978,0.000797313
18.9776,0.000794572
18.9773,0.000791859
18.9769,0.000789069
18.9766,0.000786275
18.9762,0.00078356
18.9758,0.000784296
18.9755,0.00077799
18.9751,0.000775193
18.9748,0.000772438
18.9744,0.000769963
18.974,0.000766896
18.9737,0.000792167
18.9733,0.000761268
18.973,0.000762059
18.9726,0.000755724
18.9722,0.000752881
18.9719,0.000750049
18.9715,0.000747287
18.9712,0.000744518
18.9708,0.000745136
18.9704,0.000745795
18.9701,0.000735977
18.9697,0.000733183
18.9694,0.000730308
18.969,0.000727475
18.9686,0.000724693
18.9683,0.000721751
18.9679,0.0007189
18.9676,0.000716096
18.9672,0.000713283
18.9668,0.000710368
18.9665,0.000707519
18.9661,0.000708114
18.9658,0.000701776
18.9654,0.000698887
18.965,0.000695978
18.9647,0.000693112
18.9643,0.000700654
18.964,0.000687316
18.9636,0.000684464
18.9632,0.000684992
18.9629,0.000685526
18.9625,0.00068266
18.9622,0.000672809
18.9618,0.000673367
18.9614,0.000666956
18.9611,0.000664054
18.9607,0.000661115
18.9604,0.000658194
18.96,0.000655259
18.9596,0.00065228
18.9593,0.00064935
18.9589,0.000653326
18.9585,0.000650407
18.9582,0.000640534
18.9578,0.000644486
18.9575,0.000634603
18.9571,0.000631624
18.9568,0.000628631
18.9564,0.000625634
18.956,0.000622706
18.9557,0.000619694
18.9553,0.000620201
18.9549,0.000613728
18.9546,0.000610729
18.9543,0.00060807
18.9539,0.000604714
18.9535,0.000601698
18.9531,0.000598705
18.9528,0.000595678
18.9524,0.000599599
18.9521,0.00059661
18.9517,0.000586592
18.9513,0.00058359
18.951,0.000580571
18.9506,0.000584467
18.9503,0.000581394
18.9499,0.000571439
18.9495,0.000568368
18.9492,0.000565325
18.9488,0.000562231
18.9485,0.000559192
18.9481,0.000556098
18.9477,0.000553035
18.9474,0.000553435
18.947,0.000550339
18.9467,0.000547552
18.9463,0.000540719
18.9459,0.000537604
18.9456,0.000534543
18.9452,0.00053142
18.9449,0.000528264
18.9445,0.000525253
18.9441,0.000522076
18.9438,0.000518959
18.9434,0.000522816
18.9431,0.000512776
18.9427,0.000509626
18.9423,0.00050646
18.942,0.000503374
18.9416,0.000500182
18.9413,0.000504024
18.9409,0.000500899
18.9405,0.000497701
18.9402,0.000487592
18.9398,0.000484439
18.9395,0.000481284
18.9391,0.000478102
18.9387,0.000481879
18.9384,0.000471803
18.938,0.000468603
18.9377,0.000465367
18.9373,0.000462488
18.9369,0.000459036
18.9366,0.000455844
18.9362,0.00045265
18.9359,0.000449425
18.9355,0.000446191
18.9351,0.000442971
18.9348,0.000439728
18.9344,0.000436553
18.9341,0.000433302
18.9337,0.000430052
18.9333,0.000426842
18.933,0.000423606
18.9326,0.000423813
18.9323,0.000417105
18.9319,0.000413884
18.9315,0.000410592
18.9312,0.000407321
18.9308,0.000404069
18.9305,0.000400783
18.9301,0.000397508
18.9297,0.000394258
18.9294,0.000394781
18.929,0.000387692
18.9287,0.000384434
18.9283,0.000381075
18.9279,0.000384811
18.9276,0.000374524
18.9272,0.000371183
18.9269,0.000367894
18.9265,0.000364639
18.9261,0.000361225
18.9258,0.000357941
18.9254,0.000354673
18.9251,0.000351312
18.9247,0.000351417
18.9243,0.000348042
18.924,0.000341248
18.9236,0.000337921
18.9232,0.000334569
18.9229,0.000331209
18.9225,0.000327867
18.9222,0.000324489
18.9218,0.000321077
18.9214,0.000317688
18.9211,0.000317857
18.9207,0.000310963
18.9204,0.000307533
18.92,0.000304158
18.9196,0.000300791
18.9193,0.000297335
18.9189,0.000293889
18.9186,0.000290601
18.9182,0.000287198
18.9179,0.000297895
18.9175,0.000280334
18.9171,0.000276892
18.9168,0.000276919
18.9164,0.000270034
18.916,0.00026663
18.9157,0.00026319
18.9153,0.00025971
18.915,0.00025626
18.9146,0.000252826
18.9142,0.000249356
18.9139,0.000245934
18.9135,0.000242482
18.9132,0.000238957
18.9128,0.000235474
18.9124,0.000231993
18.9121,0.000228532
18.9117,0.000225037
18.9114,0.000221507
18.911,0.000218031
18.9107,0.000214896
18.9103,0.00021102
18.9099,0.000210955
18.9095,0.000214352
18.9092,0.000200463
18.9088,0.000196916
18.9085,0.000193426
18.9081,0.000193387
18.9077,0.000196772
18.9074,0.000182761
18.907,0.000179225
18.9067,0.00017571
18.9063,0.000172167
18.906,0.000168609
18.9056,0.000165023
18.9052,0.000161445
18.9049,0.000161391
18.9045,0.000161204
18.9042,0.000150725
18.9038,0.00014715
18.9034,0.000143546
18.9031,0.000139963
18.9027,0.000136386
18.9023,0.000139692
18.902,0.000129134
18.9016,0.000125539
18.9013,0.0001499
18.9009,0.000121688
18.9006,0.00011816
18.9002,0.000114545
18.8998,0.000110887
18.8995,0.000103815
18.8991,0.000100154
18.8988,9.65154e-05
18.8984,9.28196e-05
18.898,8.91708e-05
18.8977,8.54958e-05
18.8973,8.18728e-05
18.897,7.81887e-05
18.8966,7.452e-05
18.8962,7.07991e-05
18.8959,6.71696e-05
18.8955,7.03578e-05
18.8952,5.97337e-05
18.8948,5.61005e-05
18.8944,5.24095e-05
18.8941,4.86735e-05
18.8937,4.49961e-05
18.8933,4.47124e-05
18.893,4.4487e-05
18.8926,4.0806e-05
18.8923,3.00847e-05
18.8919,2.63771e-05
18.8916,2.26233e-05
18.8912,2.22947e-05
18.8908,1.8609e-05
18.8905,1.13546e-05
18.8901,7.68901e-06
18.8898,3.89961e-06
18.8894,8.22932e-08
18.889,-3.69699e-06
18.8887,-7.45402e-06
18.8883,-7.76386e-06
18.8879,-1.49808e-05
18.8876,-1.88173e-05
18.8872,-1.56194e-05
18.8869,-1.94897e-05
18.8865,-3.01893e-05
18.8861,-3.40011e-05
18.8858,-3.77607e-05
18.8854,-4.1597e-05
18.8851,-4.5424e-05
18.8847,-4.9261e-05
18.8843,-5.30838e-05
18.884,-5.69457e-05
18.8836,-6.07039e-05
18.8833,-6.45867e-05
18.8829,-6.84313e-05
18.8825,-7.22928e-05
18.8822,-7.61303e-05
18.8818,-7.99916e-05
18.8815,-8.38036e-05
18.8811,-8.77206e-05
18.8807,-8.81433e-05
18.8804,-9.54964e-05
18.88,-9.93382e-05
18.8797,-0.000103186
18.8793,-0.000107125
18.8789,-0.000111043
18.8786,-0.000114941
18.8782,-0.000118809
18.8779,-0.000122773
18.8775,-0.000126648
18.8771,-0.00012022
18.8768,-0.000131012
18.8764,-0.000138437
18.8761,-0.00014236
18.8757,-0.000146276
18.8753,-0.000150243
18.875,-0.000150707
18.8746,-0.000158132
18.8743,-0.000162037
18.8739,-0.000159148
18.8735,-0.000170034
18.8732,-0.000174017
18.8728,-0.000178015
18.8725,-0.000181891
18.8721,-0.000185936
18.8717,-0.000189924
18.8714,-0.000193906
18.871,-0.000197971
18.8707,-0.000201557
18.8703,-0.000205915
18.8699,-0.000209907
18.8696,-0.000213943
18.8692,-0.00021098
18.8689,-0.00021506
18.8685,-0.000215325
18.8681,-0.000230034
18.8678,-0.000234109
18.8674,-0.000238134
18.8671,-0.000242191
18.8667,-0.000246263
18.8663,-0.000250297
18.866,-0.000254396
18.8656,-0.000258383
18.8653,-0.000262484
18.8649,-0.00026315
18.8645,-0.000267212
18.8642,-0.000274849
18.8639,-0.000278489
18.8635,-0.000279101
18.8631,-0.000283597
18.8627,-0.000284265
18.8624,-0.000295263
18.862,-0.000299463
18.8617,-0.000303569
18.8613,-0.000307675
18.8609,-0.000311762
18.8606,-0.000315947
18.8602,-0.000320103
18.8599,-0.000324268
18.8595,-0.000328361
18.8591,-0.000332547
18.8588,-0.000329845
18.8584,-0.000333912
18.8581,-0.000344974
18.8577,-0.000349163
18.8573,-0.000353385
18.857,-0.000357595
18.8566,-0.000361758
18.8563,-0.000365971
18.8559,-0.000370172
18.8555,-0.000374311
18.8552,-0.000378524
18.8548,-0.000382733
18.8544,-0.000380076
18.8541,-0.000391186
18.8537,-0.000395399
18.8534,-0.000399631
18.853,-0.000403902
18.8527,-0.000408188
18.8523,-0.000412402
18.852,-0.000405412
18.8516,-0.000420879
18.8512,-0.000425156
18.8509,-0.000429408
18.8505,-0.000433705
18.8501,-0.000437991
18.8498,-0.000438828
18.8494,-0.000446513
18.8491,-0.000450794
18.8487,-0.000454692
18.8483,-0.000459445
18.848,-0.000463741
18.8476,-0.000464585
18.8473,-0.000472339
18.8469,-0.000476714
18.8465,-0.000480998
18.8462,-0.000485337
18.8458,-0.000486255
18.8455,-0.000490564
18.8451,-0.000498377
18.8447,-0.000502703
18.8444,-0.00050707
18.844,-0.000504514
18.8437,-0.000515808
18.8433,-0.000520174
18.8429,-0.00052457
18.8426,-0.000528896
18.8422,-0.000533246
18.8418,-0.000530809
18.8415,-0.000542037
18.8411,-0.000546466
18.8408,-0.000543963
18.8404,-0.000544912
18.84,-0.000556312
18.8397,-0.000564129
18.8393,-0.000568491
18.839,-0.000572956
18.8386,-0.000577381
18.8383,-0.000581853
18.8379,-0.000586275
18.8375,-0.000590748
18.8372,-0.000595173
18.8368,-0.00059965
18.8365,-0.000604076
18.8361,-0.000608609
18.8357,-0.000613065
18.8354,-0.000617525
18.835,-0.000621978
18.8347,-0.000626506
18.8343,-0.000631053
18.8339,-0.000635551
18.8336,-0.00064006
18.8332,-0.000641049
18.8329,-0.000649073
18.8325,-0.000646658
18.8321,-0.000654661
18.8318,-0.000662592
18.8314,-0.00066715
18.8311,-0.000671695
18.8307,-0.000676266
18.8303,-0.000680865
18.83,-0.000685361
18.8296,-0.000689919
18.8293,-0.000694436
18.8289,-0.000699106
18.8285,-0.000703594
18.8282,-0.000708196
18.8278,-0.000712754
18.8275,-0.000717329
18.8271,-0.000721942
18.8267,-0.000723091
18.8264,-0.000731186
18.826,-0.000735759
18.8257,-0.000740375
18.8253,-0.000744983
18.8249,-0.000749678
18.8246,-0.000754261
18.8242,-0.000758945
18.8239,-0.000763563
18.8235,-0.000768206
18.8231,-0.000772887
18.8228,-0.000777495
18.8224,-0.00078211
18.8221,-0.000786848
18.8217,-0.00079153
18.8213,-0.000796173
18.821,-0.00080091
18.8206,-0.000805633
18.8203,-0.00081022
18.8199,-0.000808054
18.8195,-0.00081967
18.8192,-0.000824382
18.8188,-0.000829093
18.8185,-0.000833817
18.8181,-0.000838544
18.8177,-0.000843276
18.8174,-0.000848021
18.817,-0.000849273
18.8166,-0.000854055
18.8163,-0.000862304
18.8159,-0.000866987
18.8156,-0.000871773
18.8152,-0.000876563
18.8149,-0.000881292
18.8145,-0.000886106
18.8141,-0.000890922
18.8138,-0.000895608
18.8134,-0.000900408
18.8131,-0.000905227
18.8127,-0.000910004
18.8123,-0.00091487
18.812,-0.000916236
18.8116,-0.000920992
18.8112,-0.00092935
18.8109,-0.000934117
18.8106,-0.000938555
18.8102,-0.000943779
18.8098,-0.000948635
18.8094,-0.000953555
18.8091,-0.000958351
18.8087,-0.000963205
18.8084,-0.000968129
18.808,-0.000972986
18.8077,-0.000977814
18.8073,-0.000972455
18.8069,-0.000987621
18.8066,-0.000992508
18.8062,-0.000997431
18.8059,-0.00100229
18.8055,-0.00100716
18.8051,-0.00101214
18.8048,-0.00101704
18.8044,-0.00102198
18.8041,-0.00102692
18.8037,-0.00103144
18.8033,-0.00103332
18.803,-0.0010418
18.8026,-0.00104675
18.8022,-0.00104482
18.8019,-0.00105657
18.8015,-0.00106157
18.8012,-0.00106658
18.8008,-0.00107158
18.8005,-0.00107651
18.8001,-0.00107811
18.7997,-0.00107969
18.7994,-0.00108455
18.799,-0.0010965
18.7987,-0.00110151
18.7983,-0.00110649
18.7979,-0.00111159
18.7976,-0.00111313
18.7972,-0.00112168
18.7969,-0.00112663
18.7965,-0.00113174
18.7961,-0.00113677
18.7958,-0.00114184
18.7954,-0.00114687
18.7951,-0.00115198
18.7947,-0.00115703
18.7943,-0.00116208
18.794,-0.00116712
18.7936,-0.00116888
18.7932,-0.00117385
18.7929,-0.00117209
18.7925,-0.00118761
18.7922,-0.00119267
18.7918,-0.00119779
18.7915,-0.00120294
18.7911,-0.00120807
18.7907,-0.00121322
18.7904,-0.00121829
18.79,-0.00122339
18.7897,-0.00122855
18.7893,-0.00123026
18.7889,-0.00123198
18.7886,-0.00123722
18.7882,-0.00124926
18.7879,-0.00125438
18.7875,-0.00125962
18.7871,-0.00126475
18.7868,-0.00126941
18.7864,-0.00127513
18.7861,-0.00128039
18.7857,-0.00128213
18.7853,-0.00128393
18.785,-0.00129601
18.7846,-0.00130123
18.7843,-0.00130653
18.7839,-0.00131169
18.7835,-0.00131693
18.7832,-0.00132223
18.7828,-0.00132738
18.7825,-0.0013327
18.7821,-0.00133797
18.7817,-0.00133974
18.7814,-0.0013485
18.781,-0.0013538
18.7806,-0.00135226
18.7803,-0.00136435
18.7799,-0.00136966
18.7796,-0.001375
18.7792,-0.00138028
18.7789,-0.00138563
18.7785,-0.00139096
18.7781,-0.00139629
18.7778,-0.00140163
18.7774,-0.00140341
18.7771,-0.00141231
18.7767,-0.00141769
18.7763,-0.00141958
18.776,-0.00142485
18.7756,-0.0014337
18.7753,-0.00143907
18.7749,-0.00144442
18.7745,-0.00144979
18.7742,-0.00145524
18.7738,-0.00145718
18.7734,-0.00145908
18.7731,-0.00147151
18.7727,-0.00146997
18.7724,-0.00148225
18.772,-0.00148076
18.7716,-0.0014862
18.7713,-0.00149858
18.7709,-0.00150398
18.7706,-0.00150942
18.7702,-0.00150048
18.7699,-0.00152036
18.7695,-0.0015258
18.7691,-0.00153126
18.7688,-0.00153677
18.7684,-0.0015388
18.7681,-0.00154769
18.7677,-0.00155317
18.7673,-0.00155867
18.767,-0.00156417
18.7666,-0.00156971
18.7663,-0.00157519
18.7659,-0.00158073
18.7655,-0.00158626
18.7652,-0.00158154
18.7648,-0.00159729
18.7645,-0.00159945
18.7641,-0.00160498
18.7637,-0.00161395
18.7634,-0.00161948
18.763,-0.00162505
18.7627,-0.00163062
18.7623,-0.00162884
18.7619,-0.00163488
18.7616,-0.00164744
18.7612,-0.00165301
18.7609,-0.00165853
18.7605,-0.00166418
18.7601,-0.00166982
18.7598,-0.00166864
18.7594,-0.00168098
18.7591,-0.00168663
18.7587,-0.00169233
18.7583,-0.00169109
18.758,-0.00170364
18.7576,-0.00170923
18.7573,-0.00171498
18.7569,-0.0017206
18.7565,-0.00172286
18.7562,-0.00172856
18.7558,-0.0017376
18.7555,-0.00174332
18.7551,-0.00174899
18.7547,-0.00175471
18.7544,-0.00176048
18.754,-0.00176614
18.7537,-0.00177186
18.7533,-0.0017776
18.7529,-0.00178334
18.7526,-0.00178555
18.7522,-0.00179132
18.7519,-0.0018005
18.7515,-0.00180624
18.7511,-0.00181201
18.7508,-0.00181089
18.7504,-0.00181673
18.7501,-0.00182934
18.7497,-0.00183512
18.7493,-0.00184093
18.749,-0.00183243
18.7486,-0.00185257
18.7483,-0.00185838
18.7479,-0.00186413
18.7475,-0.00186997
